ID,LABEL,alternative term,Type,SubClass Of,Equivalent Class,occurs in,located in,participates in,has part,only in taxon,realizes,part of,has role,has host,has vector,definition,definition source,example of usage,term editor,term tracker item,ontology term requester,comment,editor note
OPL:0000101,Schistosoma haematobium cercaria stage,S. haematobium cercaria stage,Class,,'cercaria stage' and ('only in taxon' some 'Schistosoma haematobium'),,,,,Schistosoma haematobium,,,,,,A cercaria stage in the lifecycle of Schistosoma haematobium that occurs in a freshwater snail and in fresh water.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000102,Leishmania major metacyclic promastigote stage,L. major metacyclic promastigote stage,Class,'occurs in' some 'Mammalia macrophage'|'occurs in' some 'Phlebotominae proboscis','metacyclic promastigote stage' and ('only in taxon' some 'Leishmania major'),Mammalia macrophage|Phlebotominae proboscis,,,,Leishmania major,,,,,,A metacyclic promastigote stage in the lifecycle of Leishmania major.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000103,Plasmodium falciparum merozoite stage,P. falciparum merozoite stage,Class,'occurs in' some 'Homo sapiens erythrocyte','merozoite stage' and ('only in taxon' some 'Plasmodium falciparum'),Homo sapiens erythrocyte,,,,Plasmodium falciparum,,,,,,A merozoite stage in the Plasmodium falciparum lifecycle that occurs in the bloodstream or hepatocytes of a human host.,,,C. Stoeckert|Priti Parikh,,,,
OPL:0000104,Biomphalaria hepatopancreas,,Class,,hepatopancreas and ('part of' some Biomphalaria),,,,,,,Biomphalaria,,,,Hepatopancreas that is a part of or originated from a Biomphalaria snail.,,,Priti Parikh,,,,
OPL:0000105,Schistosoma mansoni egg,S. mansoni egg,Class,'participates in' only 'Schistosoma mansoni egg stage'|Schistosoma mansoni,,,,Schistosoma mansoni egg stage,,,,,,,,A Schistosoma mansoni in an egg form that is laid by the female adult worm and released into the host gut where they leave the host in the faeces.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000106,Schistosoma japonicum 3 week worm stage,S. japonicum 3 week worm stage,Class,'occurs in' some 'Homo sapiens mesenteric vein','3 week parasitic worm stage' and ('only in taxon' some 'Schistosoma japonicum'),Homo sapiens mesenteric vein,,,,Schistosoma japonicum,,,,,,A worm stage of Schistosoma japonicum that is found in the small superior mesenteric blood vessels associated with the ileo-caecal area of the intestine of the definitive host 3 weeks after infection.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000107,Schistosoma mansoni 3 week worm stage,S. mansoni 3 week worm stage,Class,'occurs in' some 'Mammalia mesenteric vein','3 week parasitic worm stage' and ('only in taxon' some 'Schistosoma mansoni'),Mammalia mesenteric vein,,,,Schistosoma mansoni,,,,,,A worm stage of Schistosoma mansoni that is found in the small inferior mesenteric blood vessels surrounding the large intestine of the definitive host 3 weeks after infection.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000108,epimastigote stage,,Class,'only in taxon' some 'parasite organism'|parasite lifecycle stage,,,,,,parasite organism,,,,,,"A parasite lifecycle stage of Trypanosomatids. During this stage, the undulating membrane is shortened and the flagellar pocket and the kinetoplast are anterior to the nucleus. This stage occurs in the insect host.",,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000109,Schistosoma haematobium daughter sporocyst,S. haematobium daughter sporocyst,Class,'located in' some 'Bulinus hepatopancreas'|'participates in' only 'Schistosoma haematobium daughter sporocyst stage'|Schistosoma haematobium sporocyst,,,Bulinus hepatopancreas,Schistosoma haematobium daughter sporocyst stage,,,,,,,,A Schistosoma haematobium sporocyst that develops into cercariae.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000110,Plasmodium falciparum erythrocytic schizont,P. falciparum erythrocytic schizont,Class,'located in' some 'Homo sapiens erythrocyte'|'participates in' only 'Plasmodium falciparum erythrocytic schizont stage'|Plasmodium falciparum schizont,,,Homo sapiens erythrocyte,Plasmodium falciparum erythrocytic schizont stage,,,,,,,,A Plasmodium falciparum schizont that is found in infected erythrocytes of a human host.,,,C. Janse|Chris Stoeckert|Jie Zheng|P. Parkh|S. Khan,,,,
OPL:0000111,Schistosoma haematobium 7 week worm stage,S. haematobium 7 week worm stage,Class,'occurs in' some 'Homo sapiens vesical venus plexus','7 week parasitic worm stage' and ('only in taxon' some 'Schistosoma haematobium'),Homo sapiens vesical venus plexus,,,,Schistosoma haematobium,,,,,,A 7 week worm stage of Schistosoma haematobium that is the mature stage of Schistosoma haematobium and found in the pelvic blood vessels of the vesicle plexis of the definitive host 7 weeks after weeks after infection .,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000112,Schistosoma mansoni miracidium stage,S. mansoni miracidium stage,Class,,'miracidium stage' and ('only in taxon' some 'Schistosoma mansoni'),,,,,Schistosoma mansoni,,,,,,A miracidium stage in the Schistosoma mansoni lifecycle that occurs in the intermediate snail host.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000113,Plasmodium falciparum oocyst stage,P. falciparum oocyst stage,Class,'occurs in' some 'Anopheles midgut','oocyst stage' and ('only in taxon' some 'Plasmodium falciparum'),Anopheles midgut,,,,Plasmodium falciparum,,,,,,"An oocyst stage in the Plasmodium falciparum lifecycle that occurs on the hemocoel side of the midgut of a mosquito vector. During this stage Plasmodium falciparum ookinete invades and escapes midgut wall of mosquito and embed itself onto the exterior of the gut membrane and develop encysted zygote, called oocyst.",,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000114,amastigote stage,,Class,'only in taxon' some 'parasite organism'|parasite lifecycle stage,,,,,,parasite organism,,,,,,A parasite lifecycle stage is a nonflagellate intracellular developmental stage in the trypanosomatid parasites lifecycle that occurs in mammalian host.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000115,Plasmodium falciparum sporozoite stage,P. falciparum sporozoite stage,Class,'occurs in' some 'Anopheles salivary gland'|'occurs in' some 'Homo sapiens blood'|'occurs in' some 'Homo sapiens hepatocyte','sporozoite stage' and ('only in taxon' some 'Plasmodium falciparum'),Anopheles salivary gland|Homo sapiens blood|Homo sapiens hepatocyte,,,,Plasmodium falciparum,,,,,,A sporozoite stage in the Plasmodium falciparum lifecycle that occurs in the salivary glands of the mosquito and invades hepatocytes in the human host.,,,C. Janse|Chris Stoeckert|Jie Zheng|Matt Berrimen|Priti Parikh|S. Khan,,,,
OPL:0000116,Trypanosoma cruzi metacyclic trypomastigote,T. cruzi metacyclic trypomastigote,Class,'located in' some 'Mammalia blood'|'located in' some 'Mammalia macrophage'|'participates in' only 'Trypanosoma cruzi metacyclic trypomastigote stage'|Trypanosoma cruzi trypomastigote,,,Mammalia blood|Mammalia macrophage,Trypanosoma cruzi metacyclic trypomastigote stage,,,,,,,,A Trypanosoma cruzi trypomastigote that is found in blood or cells of mammal hosts at the infectious stage for mammals.,http://dna.kdna.ucla.edu/parasite_course-old/cruzi_files/intro.htm,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000117,Homo sapiens blood,human blood,Class,,blood and ('part of' some 'Homo sapiens'),,,,,,,Homo sapiens,,,,Blood that is part of or originated from a human (Homo sapiens).,OPL,,Chris Stoeckert,,,,previous def was: blood of human
OPL:0000118,Schistosoma japonicum schistosomulum stage,S. japonicum schistosomulum stage,Class,,'schistomulum stage' and ('only in taxon' some 'Schistosoma japonicum'),,,,,Schistosoma japonicum,,,,,,A schistosomulum stage of Schistosoma japonicum that occurs in the definitive host and is followed by the parasitic worm stage.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000119,exflagellated microgametocyte stage,,Class,microgametocyte stage,,,,,,,,,,,,A microgametocyte stage in some apicomplexan parasites where microgametocyte gets matured and form microgamete through the process known as exflagellation.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000120,Schistosoma mansoni 3 hour schistosomulum stage,S. mansoni 3 hour schistosomulum stage,Class,'occurs in' some 'Mammalia skin','3 hour schistosomulum stage' and ('only in taxon' some 'Schistosoma mansoni'),Mammalia skin,,,,Schistosoma mansoni,,,,,,A 3 hours schistosomulum stage of Schistosoma mansoni that occurs in the definitive host 3 hours post-infection.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000121,Anopheles salivary gland,,Class,,'saliva-secreting gland' and ('part of' some 'Anopheles <genus>'),,,,,,,Anopheles <genus>,,,,A salivary gland that is a part of or originated from an Anopheles mosquito.,,,Priti Parikh,,,,
OPL:0000122,Homo sapiens macrophage,human macrophage,Class,,macrophage and ('part of' some 'Homo sapiens'),,,,,,,Homo sapiens,,,,A macrophage that is a part of or originated from a human (Homo sapiens).,,,,,,,
OPL:0000123,Schistosoma mansoni 3 day schistosomulum,S. mansoni 3day schistosomulum,Class,'located in' some 'Mammalia lung'|'participates in' only 'Schistosoma mansoni 3 day schistosomulum stage'|Schistosoma mansoni schistosomulum,,,Mammalia lung,Schistosoma mansoni 3 day schistosomulum stage,,,,,,,,"A Schistosoma mansoni schistosomulum in a migratory larval formi that is found within blood vessels of the definitive host, mammal, 3 days post-infection.",,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000124,Schistosoma haematobium 6 day schistosomulum stage,S. haematobium 6 day schistosomulum stage,Class,'occurs in' some 'Mammalia liver','6 day schistosomulum stage' and ('only in taxon' some 'Schistosoma haematobium'),Mammalia liver,,,,Schistosoma haematobium,,,,,,A 6 day schistosomulum stage of Schistosoma haematobium that occurs in the definitive host 6 days post-infection.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000125,Schistosoma haematobium egg stage,S. haematobium egg stage,Class,,'egg stage' and ('only in taxon' some 'Schistosoma haematobium'),,,,,Schistosoma haematobium,,,,,,An egg stage in the lifecycle of Schistosoma haematobium that occurs in the mammalian host..,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000126,Schistosoma japonicum worm,S. japonicum worm,Class,'participates in' only 'Schistosoma japonicum worm stage'|Schistosoma japonicum,,,,Schistosoma japonicum worm stage,,,,,,,,"A Schistosoma japonicum is the mature form of Schistosoma japonicum and capable of sexual reproduction, which lives in the small superior mesenteric blood vessels associated with the ileo-caecal area of the intestine of the mammal host.",,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000127,adult female parasitic worm stage,,Class,adult parasitic worm stage,,,,,,,,,,,,An adult worm stage of a female parasitic worm.,http://www.path.cam.ac.uk/~schisto/schistosoma/schisto_lifecycle_egg.html,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000128,Schistosoma mansoni worm,S. mansoni worm,Class,'participates in' only 'Schistosoma mansoni worm stage'|Schistosoma mansoni,,,,Schistosoma mansoni worm stage,,,,,,,,"A Schistosoma mansoni in the mature form that is capable of sexual reproduction, which lives in the small inferior mesenteric blood vessels surrounding the large intestine of the mammal host.",,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000129,Schistosoma haematobium 24 hour schistosomulum stage,S. haematobium 24 hour schistosomulum stage,Class,'occurs in' some 'Mammalia skin','24 hour schistosomulum stage' and ('only in taxon' some 'Schistosoma haematobium'),Mammalia skin,,,,Schistosoma haematobium,,,,,,A 24 hours schistosomulum stage of Schistosoma haematobium that occurs in the definitive host 24 hours post-infection.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000130,Plasmodium falciparum merozoite,P. falciparum merozoite,Class,'located in' some 'Homo sapiens erythrocyte'|'participates in' only 'Plasmodium falciparum merozoite stage'|Plasmodium falciparum,,,Homo sapiens erythrocyte,Plasmodium falciparum merozoite stage,,,,,,,,"A Plasmodium falciparum that is produced in a schizont, found in the bloodstream of a human host and invades erythrocytes.",,,Chris Stoeckert|Jie Zheng|P. Parkh,,,,
OPL:0000131,Trypanosoma cruzi metacyclic trypomastigote stage,T. cruzi metacyclic trypomastigote stage,Class,'occurs in' some 'Mammalia blood'|'occurs in' some 'Mammalia macrophage','metacyclic trypomastigote stage' and ('only in taxon' some 'Trypanosoma cruzi'),Mammalia blood|Mammalia macrophage,,,,Trypanosoma cruzi,,,,,,A metacyclic trypomastigote stage in the lifecycle of Trypanosoma cruzi that occurs in a vertebrate host.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000132,Schistosoma japonicum 24 hour schistosomulum,S. japonicum 24 hour schistosomulum,Class,'located in' some 'Mammalia skin'|'participates in' only 'Schistosoma japonicum 24 hour schistosomulum stage'|Schistosoma japonicum schistosomulum,,,Mammalia skin,Schistosoma japonicum 24 hour schistosomulum stage,,,,,,,,"A Schistosoma japonicum schistosomulum in a migratory larval form that is found within blood vessels of the mammal, as definitive host, 24 hours post-infection.",,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000133,Homo sapiens lung,human lung,Class,,lung and ('part of' some 'Homo sapiens'),,,,,,,Homo sapiens,,,,A lung that is a part of or originated from a human (Homo sapiens).,,,Priti Parikh,,,,
OPL:0000134,Oncomelania hepatopancreas,,Class,,hepatopancreas and ('part of' some Oncomelania),,,,,,,Oncomelania,,,,Hepatopancreas that is a part of or originated from a Oncomelania snail.,,,Priti Parikh,,,,
OPL:0000135,Schistosoma mansoni egg stage,S. mansoni egg stage,Class,,'egg stage' and ('only in taxon' some 'Schistosoma mansoni'),,,,,Schistosoma mansoni,,,,,,An egg stage in the lifecycle of Schistosoma mansoni that occurs in the mammalian host.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000136,Schistosoma mansoni 7 week worm,S. mansoni 7 week worm,Class,'located in' some 'Mammalia intestine'|'located in' some 'Mammalia mesenteric vein'|'participates in' only 'Schistosoma mansoni 7 week worm stage'|Schistosoma mansoni worm,,,Mammalia intestine|Mammalia mesenteric vein,Schistosoma mansoni 7 week worm stage,,,,,,,,"A Schistosoma mansoni worm is the mature form of Schistosoma mansoni and capable of sexual reproduction, which is found in the small inferior mesenteric blood vessels surrounding the large intestine of the mammal host 7 weeks after infection of the mammalian host.",,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000137,Plasmodium falciparum sporozoite,P. falciparum sporozoite,Class,'located in' some 'Anopheles salivary gland'|'located in' some 'Homo sapiens blood'|'located in' some 'Homo sapiens hepatocyte'|'participates in' only 'Plasmodium falciparum sporozoite stage'|Plasmodium falciparum,,,Anopheles salivary gland|Homo sapiens blood|Homo sapiens hepatocyte,Plasmodium falciparum sporozoite stage,,,,,,,,A Plasmodium falciparum is formed in the oocyst. It migrates to and resides in the salivary glands of the mosquito vector. A distinction is made between oocyst-derived and salivary gland-derived sporozoites. Sporozoites invade hepatocytes in the vertebrate host.,Wikipedia: Plasmodium falciparum biology,,C. Janse|Chris Stoeckert|Jie Zheng|P. Parkh|S. Khan,,,,
OPL:0000138,Plasmodium falciparum oocyst,P. falciparum oocyst,Class,'located in' some 'Anopheles midgut'|'participates in' only 'Plasmodium falciparum oocyst stage'|Plasmodium falciparum,,,Anopheles midgut,Plasmodium falciparum oocyst stage,,,,,,,,"A Plasmodium falciparum that oocyst is formed, after traversal of the midgut wall by the ookinete stage, on the hemocoel side of the midgut wall of the mosquito vector.",,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000139,Schistosoma japonicum 7 week worm stage,S. japonicum 7 week worm stage,Class,'occurs in' some 'Homo sapiens intestine'|'occurs in' some 'Homo sapiens mesenteric vein','7 week parasitic worm stage' and ('only in taxon' some 'Schistosoma japonicum'),Homo sapiens intestine|Homo sapiens mesenteric vein,,,,Schistosoma japonicum,,,,,,A 7 week worm stage of Schistosoma japonicum that is the mature stage of Schistosoma japonicum and found in the small superior mesenteric blood vessels associated with the ileo-caecal area of the intestine of the definitive host 7 weeks after weeks after infection.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000140,erythrocytic ring trophozoite stage,,Class,erythrocytic trophozoite stage,,,,,,,,,,,,An early trophozoite stage of Plasmodium sp. where a large central vacuole and peripheral nucleus give an appearance of a signet ring.,http://www.biology.ualberta.ca/parasites/parpub/text/text/glossarR.htm,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000141,Homo sapiens intestine,human intestine,Class,,intestine and ('part of' some 'Homo sapiens'),,,,,,,Homo sapiens,,,,An intestine that is a part of or originated from a human (Homo sapiens).,,,Priti Parikh,,,,
OPL:0000142,Schistosoma mansoni mother sporocyst stage,S. mansoni mother sporocyst stage,Class,,'mother sporocyst stage' and ('only in taxon' some 'Schistosoma mansoni'),,,,,Schistosoma mansoni,,,,,,A mother sporocyst stage in the Schistosoma mansoni lifecycle that occurs in the snail intermediate host.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000143,microgametocyte stage,,Class,gametocyte stage,,,,,,,,,,,,A gametocyte stage where a cell differentiates into a male sexual form called microgametocyte.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000144,Schistosoma haematobium mother sporocyst,S. haematobium mother sporocyst,Class,'participates in' only 'Schistosoma haematobium mother sporocyst stage'|Schistosoma haematobium sporocyst,,,,Schistosoma haematobium mother sporocyst stage,,,,,,,,A Schistosoma haematobium sporocyst that produces more sporocysts.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000145,Schistosoma japonicum mother sporocyst,S. japonicum mother sporocyst,Class,'participates in' only 'Schistosoma japonicum mother sporocyst stage'|Schistosoma japonicum sporocyst,,,,Schistosoma japonicum mother sporocyst stage,,,,,,,,A Schistosoma japonicum sporocyst that produces more sporocysts.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000146,Plasmodium falciparum trophozoite,P. falciparum trophozoite,Class,'located in' some 'Homo sapiens erythrocyte'|'located in' some 'Homo sapiens hepatocyte'|'participates in' only 'Plasmodium falciparum trophozoite stage'|Plasmodium falciparum,,,Homo sapiens erythrocyte|Homo sapiens hepatocyte,Plasmodium falciparum trophozoite stage,,,,,,,,"A Plasmodium falciparum is a feeding form. The trophozoite stage has only 1 nucleus. Depending on its location, it is either called hepatic or erythrocytic trophozoite.",,,C. Janse|Chris Stoeckert|Jie Zheng|P. Parkh|S. Khan,,,,
OPL:0000147,Schistosoma mansoni sporocyst,S. mansoni sporocyst,Class,'participates in' only 'Schistosoma mansoni sporocyst stage'|Schistosoma mansoni,,,,Schistosoma mansoni sporocyst stage,,,,,,,,"A Schistosoma mansoni is an elongated sac that develops from the miracidium within the snail indermediate host, and that either produces more sporocysts or develops into cercariae.",,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000148,7 week parasitic worm stage,,Class,parasitic worm stage,,,,,,,,,,,,A parasitic worm stage of development 7 weeks post differentiation into a worm form.,PMID:19885392,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000149,metacyclic trypomastigote stage,,Class,realizes some 'infectious agent role'|trypomastigote stage,,,,,,,infectious agent role,,,,,A trypomastigote stage of Trypanosoma species which are nondividing forms resistant to mammalian complement that have the capacity to infect mammalian cells.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000150,gametocyte stage,,Class,life cycle stage,,,,,,,,,,,,A life cycle stage where a cell differentiates into male or female sexual forms.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000151,promastigote stage,,Class,'only in taxon' some Trypanosomatidae|parasite lifecycle stage,,,,,,Trypanosomatidae,,,,,,"A parasite lifecycle stage of Trypanosomatids. In this stage, the flagellum is found anterior of nucleus and flagellum not attached to the cell body. The kinetoplast is located in front of the nucleus, near the anterior end of the body. (Wikipedia: Trypanosomatid)",,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000152,sporozoite stage,,Class,'only in taxon' some 'parasite organism'|parasite lifecycle stage,,,,,,parasite organism,,,,,,A parasite lifecycle stage of some sporozoans where cells divide through sporogony producing daughter cells called sporozoites that infect new hosts.,http://www.biology.ualberta.ca/parasites/parpub/text/text/glossarS.htm,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000153,ookinete stage,,Class,'only in taxon' some 'parasite organism'|parasite lifecycle stage,,,,,,parasite organism,,,,,,"A parasite lifecycle stage of some sporozoans where motile and elongated zygote is formed by the fertilization of the macrogamete during the sexual reproductive phase of the sporozoan life cycle, specifically the malarial parasite Plasmodium.","Mosby's Medical Dictionary, 8th edition. � 2009, Elsevier. (http://medical-dictionary.thefreedictionary.com/ookinete)",,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000154,Glossina salivary gland,,Class,,'saliva-secreting gland' and ('part of' some 'Glossina <genus>'),,,,,,,Glossina <genus>,,,,A salivary gland that is a part of or originated from a tsetse fly of genus Glossina.,,,Priti Parikh,,,,
OPL:0000155,obsolete_Plasmodium falciparum,P. falciparum,Class,Obsolete Class,,,,,,,,,,,,"Plasmodium falciparum is a protozoan parasite, one of the species of Plasmodium that cause malignant malaria in humans. It is transmitted by the female Anopheles mosquito.",Wikipedia: Plasmodium falciparum,,,,,,Replaced by NCBITaxon term. Definition and axioms were added by OPL developers.
OPL:0000156,Schistosoma japonicum lifecycle stage,S. japonicum lifecycle stage,Class,,'parasite lifecycle stage' and ('only in taxon' some 'Schistosoma japonicum'),,,,,Schistosoma japonicum,,,,,,A lifecycle stage of Schistosoma japonicum.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000157,Leishmania major amastigote stage,L. major amastigote stage,Class,'occurs in' some 'Mammalia macrophage','amastigote stage' and ('only in taxon' some 'Leishmania major'),Mammalia macrophage,,,,Leishmania major,,,,,,An amastigote stage in the lifecycle of Leishmania major that occurs in mammalian hosts.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000158,Plasmodium falciparum schizont stage,P. falciparum schizont stage,Class,'occurs in' some 'Homo sapiens erythrocyte'|'occurs in' some 'Homo sapiens hepatocyte','schizont stage' and ('only in taxon' some 'Plasmodium falciparum'),Homo sapiens erythrocyte|Homo sapiens hepatocyte,,,,Plasmodium falciparum,,,,,,A schizont stage in the Plasmodium falciparum lifecycle that occurs in erythrocytes or in hepatocytes.,,,C. Janse|Chris Stoeckert|Jie Zheng|P. Parkh|S. Khan,,,,"updated according to OPL terms Plasmodium final excel file from C. Janse, S. Khan"
OPL:0000159,Schistosoma japonicum 3 day schistosomulum stage,S. japonicum 3 day schistosomulum stage,Class,'occurs in' some 'Mammalia lung','3 day schistosomulum stage' and ('only in taxon' some 'Schistosoma japonicum'),Mammalia lung,,,,Schistosoma japonicum,,,,,,A 3 days schistosomulum stage of Schistosoma japonicum that occurs in the definitive host 3 days post-infection.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000160,Leishmania major procyclic promastigote,L. major procyclic promastigote,Class,'located in' some 'Phlebotominae midgut'|'participates in' only 'Leishmania major procyclic promastigote stage'|Leishmania major promastigote,,,Phlebotominae midgut,Leishmania major procyclic promastigote stage,,,,,,,,A Leishmania major promastigote that is found in the alimentary tract of an insect vector. It is non-infective to its mammalian host.,PMID:11748963,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000161,Plasmodium falciparum zygote,P. falciparum zygote,Class,'located in' some 'Anopheles midgut'|'participates in' only 'Plasmodium falciparum zygote stage'|Plasmodium falciparum,,,Anopheles midgut,Plasmodium falciparum zygote stage,,,,,,,,A Plasmodium falciparum zygote is formed after fertilisation of the macrogamete by a microgamete in the midgut of the mosquito vector. This round form is the only diploid stage in the Plasmodium falciparum life cycle.,Wikipedia: Plasmodium falciparum biology,,C. Janse|Chris Stoeckert|Jie Zheng|P. Parkh|S. Khan,,,,
OPL:0000162,Plasmodium falciparum exflagellated microgametocyte,P. falciparum exflagellated microgametocyte,Class,'located in' some 'Anopheles midgut'|'participates in' only 'Plasmodium falciparum exflagellated microgametocyte stage'|Plasmodium falciparum microgametocyte,,,Anopheles midgut,Plasmodium falciparum exflagellated microgametocyte stage,,,,,,,,A Plasmodium falciparum microgametocyte that is matured with flagellated motile microgametes still attached to its central body. Exflagellated microgametocyte of Plasmodium falciparum is found in the midgut of a mosquito vector.,,,Chris Stoeckert|Jie Zheng|Matt Berriman|Priti Parikh,,,,
OPL:0000163,Schistosoma haematobium daughter sporocyst stage,S. haematobium daughter sporocyst stage,Class,'occurs in' some 'Bulinus hepatopancreas','daughter sporocyst stage' and ('only in taxon' some 'Schistosoma haematobium'),Bulinus hepatopancreas,,,,Schistosoma haematobium,,,,,,A daughter sporocyst stage in the lifecycle of Schistosoma haematobium that occurs within the snail intermediate host.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000164,Trypanosoma cruzi trypomastigote,T. cruzi trypomastigote,Class,'located in' some 'Mammalia blood'|'located in' some 'Mammalia macrophage'|'located in' some 'Triatominae hindgut'|'participates in' only 'Trypanosoma cruzi trypomastigote stage'|Trypanosoma cruzi,,,Mammalia blood|Mammalia macrophage|Triatominae hindgut,Trypanosoma cruzi trypomastigote stage,,,,,,,,A Trypanosoma cruzi that is found in the bloodstream of infected mammals. It is a non-dividing form that is infectious for its insect vector.,http://dna.kdna.ucla.edu/parasite_course-old/cruzi_files/intro.htm,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000165,Plasmodium falciparum lifecycle stage,P. falciparum lifecycle stage,Class,,'parasite lifecycle stage' and ('only in taxon' some 'Plasmodium falciparum'),,,,,Plasmodium falciparum,,,,,,A lifecycle stage of Plasmodium falciparum.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000166,Schistosoma haematobium sporocyst,S. haematobium sporocyst,Class,'participates in' only 'Schistosoma haematobium sporocyst stage'|Schistosoma haematobium,,,,Schistosoma haematobium sporocyst stage,,,,,,,,"A Schistosoma haematobium that is an elongated sac and develops from the miracidium within the snail indermediate host, and that either produces more sporocysts or develops into cercariae.",,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000167,Plasmodium falciparum macrogamete,P. falciparum macrogamete,Class,'located in' some 'Anopheles midgut'|'participates in' only 'Plasmodium falciparum macrogamete stage'|Plasmodium falciparum gamete,,,Anopheles midgut,Plasmodium falciparum macrogamete stage,,,,,,,,"A Plasmodium falciparum gamete that is a matured form of the macrogametocyte and is found in the midgut of a mosquito vector. The macrogamete is fertilized by the microgamete, forming the zygote",,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000168,Schistosoma mansoni cercaria,S. mansoni cercaria,Class,'participates in' only 'Schistosoma mansoni cercaria stage'|Schistosoma mansoni,,,,Schistosoma mansoni cercaria stage,,,,,,,,A Schistosoma mansoni in a parasitic larval form that develops in a freshwater snail and is released into the water.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000169,Trypanosoma cruzi trypomastigote stage,T. cruzi trypomastigote stage,Class,'occurs in' some 'Mammalia blood'|'occurs in' some 'Mammalia macrophage'|'occurs in' some 'Triatominae hindgut','trypomastigote stage' and ('only in taxon' some 'Trypanosoma cruzi'),Mammalia blood|Mammalia macrophage|Triatominae hindgut,,,,Trypanosoma cruzi,,,,,,A trypomastigote stage in the Trypanosoma cruzi lifecycle that occurs either in the vertebrate host or an insect vector.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
