ID,LABEL,alternative term,Type,SubClass Of,Equivalent Class,occurs in,located in,participates in,has part,only in taxon,realizes,part of,has role,has host,has vector,definition,definition source,example of usage,term editor,term tracker item,ontology term requester,comment,editor note
OPL:0000170,Plasmodium falciparum microgamete stage,P. falciparum microgamete stage,Class,'occurs in' some 'Anopheles midgut','microgamete stage' and ('only in taxon' some 'Plasmodium falciparum'),Anopheles midgut,,,,Plasmodium falciparum,,,,,,A microgamete stage in the Plasmodium falciparum lifecycle that occurs in the midgut of a mosquito vector.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000171,human parasite role,,Class,parasite role,,,,,,,,,,,,A parasite role which is realized only during parasitic infection of a human.,,,"Priti Parikh, Chris Stoeckert",,,,previous def was not about a role.
OPL:0000172,24 hour schistosomulum stage,,Class,schistomulum stage,,,,,,,,,,,,A schistosomulum stage that occurs in 24 hours after infection of the mammalian host.,PMID:19885392,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000173,hypnozoite stage,,Class,'only in taxon' some 'parasite organism'|parasite lifecycle stage,,,,,,parasite organism,,,,,,"A parasite lifecycle stage of some Plasmodium sp., such as Plasmodium vivax and Plasmodium ovale, the parasite in the liver cells do not achieve matuaration to a schizont immediately, but remain in a dormant form. This dormant form stage is called hypnozoite stage.",Wikipedia: Plasmodium,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000174,Plasmodium falciparum microgamete,P. falciparum microgamete,Class,'located in' some 'Anopheles midgut'|'participates in' only 'Plasmodium falciparum microgamete stage'|Plasmodium falciparum gamete,,,Anopheles midgut,Plasmodium falciparum microgamete stage,,,,,,,,"A Plasmodium falciparum gamete that is a matured form of exflagellated microgametocyte and found in the midgut of a mosquito vector. The microgamete fertilizes the macrogamete, forming the zygote.",,,Chris Stoeckert|Jie Zheng,,,,
OPL:0000175,Trypanosoma brucei trypomastigote stage,T. brucei trypomastigote stage,Class,'occurs in' some 'Mammalia blood'|'occurs in' some 'Mammalia cerebrospinal fluid','trypomastigote stage' and ('only in taxon' some 'Trypanosoma brucei'),Mammalia blood|Mammalia cerebrospinal fluid,,,,Trypanosoma brucei,,,,,,A trypomastigote stage in the Trypanosoma brucei lifecycle that occurs in the vertebrate host.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000176,Homo sapiens ureter,human ureter,Class,,ureter and ('part of' some 'Homo sapiens'),,,,,,,Homo sapiens,,,,A ureter that is a part of or originated from a human (Homo sapiens).,,,Priti Parikh,,,,
OPL:0000177,Schistosoma haematobium lifecycle stage,S. haematobium lifecycle stage,Class,,'parasite lifecycle stage' and ('only in taxon' some 'Schistosoma haematobium'),,,,,Schistosoma haematobium,,,,,,A lifecycle stage of Schistosoma haematobium.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000178,Schistosoma haematobium schistosomulum,S. haematobium schistosomulum,Class,'participates in' only 'Schistosoma haematobium schistosomulum stage'|Schistosoma haematobium,,,,Schistosoma haematobium schistosomulum stage,,,,,,,,"A Schistosoma haematobium in a migratory larval form that is found within blood vessels of the definitive host, mammal, and develops into the flatworm.",,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000179,Schistosoma japonicum miracidium,S. japonicum miracidium,Class,'participates in' only 'Schistosoma japonicum miracidium stage'|Schistosoma japonicum,,,,Schistosoma japonicum miracidium stage,,,,,,,,"A Schistosoma japonicum in a free-living motile form that is covered with cilia, and develops in the snail intermediate host.",,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000180,egg stage,,Class,life cycle stage,,,,,,,,,,,,A life cycle stage of some parasites in which a non-operculate egg emerges from the adult female worm.,http://www.path.cam.ac.uk/~schisto/schistosoma/schisto_lifecycle_egg.html,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000181,parasite lifecycle stage,,Class,,'life cycle stage' and ('only in taxon' some 'parasite organism'),,,,,parasite organism,,,,,,A life cycle stage of a parasite.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000182,Trypanosoma brucei trypomastigote,T. brucei trypomastigote,Class,'located in' some 'Mammalia blood'|'located in' some 'Mammalia cerebrospinal fluid'|'participates in' only 'Trypanosoma brucei trypomastigote stage'|Trypanosoma brucei,,,Mammalia blood|Mammalia cerebrospinal fluid,Trypanosoma brucei trypomastigote stage,,,,,,,,"A Trypanosoma brucei that is a Trypomastigote form of Trypanosoma brucei. In this form the large kinetoplast is postnuclear and is at the most posterior part of the body and the flagellum emerges from the flagellar pocket, and runs along the entire length of the body as an undulating membrane.",http://dna.kdna.ucla.edu/parasite_course-old/african%20tryps%20new_files/contents1.htm,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000183,3 week parasitic worm stage,,Class,parasitic worm stage,,,,,,,,,,,,A parasitic worm stage of development 3 weeks post differentiation into a worm form.,PMID:19885392,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000184,Schistosoma japonicum mother sporocyst stage,S. japonicum mother sporocyst stage,Class,,'mother sporocyst stage' and ('only in taxon' some 'Schistosoma japonicum'),,,,,Schistosoma japonicum,,,,,,A mother sporocyst stage in the Schistosoma japonicum lifecycle that occurs in the snail intermediate host.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000185,Trypanosoma cruzi lifecycle stage,T. cruzi lifecycle stage,Class,,'parasite lifecycle stage' and ('only in taxon' some 'Trypanosoma cruzi'),,,,,Trypanosoma cruzi,,,,,,A lifecycle stage of Trypanosoma cruzi.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000186,Schistosoma japonicum sporocyst stage,S. japonicum sporocyst stage,Class,,'sporocyst stage' and ('only in taxon' some 'Schistosoma japonicum'),,,,,Schistosoma japonicum,,,,,,A sporocyst stage in the Schistosoma japonicum lifecycle that is found within the snail intermediate host.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000187,Plasmodium falciparum ookinete stage,P. falciparum ookinete stage,Class,'occurs in' some 'Anopheles midgut','ookinete stage' and ('only in taxon' some 'Plasmodium falciparum'),Anopheles midgut,,,,Plasmodium falciparum,,,,,,An ookinete stage in the Plasmodium falciparum lifecycle that occurs in the midgut of a mosquito vector and on the outside of the midgut.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000188,obsolete_Trypanosoma brucei bloodstream trypomastigote stage,T. brucei bloodstream trypomastigote stage,Class,Obsolete Class,,,,,,,,,,,,Bloodstream trypomastigote stage in the lifecycle of Trypanosoma brucei.,,,Priti Parikh,,,,
OPL:0000189,Leishmania major promastigote stage,L. major promastigote stage,Class,'occurs in' some 'Mammalia macrophage'|'occurs in' some 'Phlebotominae midgut'|'occurs in' some 'Phlebotominae proboscis','promastigote stage' and ('only in taxon' some 'Leishmania major'),Mammalia macrophage|Phlebotominae midgut|Phlebotominae proboscis,,,,Leishmania major,,,,,,A promastigote stage in the Leishmania major lifecycle.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000190,Plasmodium falciparum hepatic schizont,P. falciparum hepatic schizont,Class,'located in' some 'Homo sapiens hepatocyte'|'participates in' only 'Plasmodium falciparum hepatic schizont stage'|Plasmodium falciparum schizont,,,Homo sapiens hepatocyte,Plasmodium falciparum hepatic schizont stage,,,,,,,,"A Plasmodium falciparum schizont that is found in infected hepatocytes (i.e., liver cells) of a human host.",,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000191,Schistosoma mansoni daughter sporocyst,S. mansoni daughter sporocyst,Class,'located in' some 'Biomphalaria hepatopancreas'|'participates in' only 'Schistosoma mansoni daughter sporocyst stage'|Schistosoma mansoni sporocyst,,,Biomphalaria hepatopancreas,Schistosoma mansoni daughter sporocyst stage,,,,,,,,A Schistosoma mansoni sporocyst that develops into cercariae.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000192,Plasmodium falciparum gametocyte stage,P. falciparum gametocyte stage,Class,'occurs in' some 'Anopheles midgut'|'occurs in' some 'Homo sapiens erythrocyte','gametocyte stage' and ('only in taxon' some 'Plasmodium falciparum'),Anopheles midgut|Homo sapiens erythrocyte,,,,Plasmodium falciparum,,,,,,A gametocyte stage in the lifecycle of Plasmodium falciparum.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000193,Schistosoma japonicum 3 hour schistosomulum stage,S. japonicum 3 hour schistosomulum stage,Class,'occurs in' some 'Mammalia skin','3 hour schistosomulum stage' and ('only in taxon' some 'Schistosoma japonicum'),Mammalia skin,,,,Schistosoma japonicum,,,,,,A 3 hours schistosomulum stage of Schistosoma japonicum that occurs in the definitive host 3 hours post-infection.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000194,Phlebotominae midgut,,Class,,midgut and ('part of' some Phlebotominae),,,,,,,Phlebotominae,,,,A midgut that is a part of or originated from a sand fly of genus Phlebotominae.,,,Priti Parikh,,,,
OPL:0000195,Schistosoma japonicum 24 hour schistosomulum stage,S. japonicum 24 hour schistosomulum stage,Class,'occurs in' some 'Mammalia skin','24 hour schistosomulum stage' and ('only in taxon' some 'Schistosoma japonicum'),Mammalia skin,,,,Schistosoma japonicum,,,,,,A 24 hours schistosomulum stage of Schistosoma japonicum that occurs in the definitive host 24 hours post-infection.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000196,Schistosoma mansoni mother sporocyst,S. mansoni mother sporocyst,Class,'participates in' only 'Schistosoma mansoni mother sporocyst stage'|Schistosoma mansoni sporocyst,,,,Schistosoma mansoni mother sporocyst stage,,,,,,,,A Schistosoma mansoni sporocyst that produces more sporocysts.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000197,Schistosoma haematobium schistosomulum stage,S. haematobium schistosomulum stage,Class,,'schistomulum stage' and ('only in taxon' some 'Schistosoma haematobium'),,,,,Schistosoma haematobium,,,,,,A schistosomulum stage of Schistosoma haematobium that occurs in the definitive host and is followed by the parasitic worm stage.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000198,Schistosoma haematobium adult male worm,S. haematobium adult male worm,Class,'participates in' only 'Schistosoma haematobium adult male worm stage'|Schistosoma haematobium adult worm,,,,Schistosoma haematobium adult male worm stage,,,,,,,,"A Schistosoma haematobium adult worm is a fully developed mature male form of Schistosoma haematobium and capable of sexual reproduction, which lives in the pelvic blood vessels of the vesicle plexis of the mammal host and has 4-5 testes.",http://www.path.cam.ac.uk/~schisto/schistosoma/schisto_lifecycle_egg.html,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000199,Plasmodium falciparum zygote stage,P. falciparum zygote stage,Class,'occurs in' some 'Anopheles midgut','zygote stage' and ('only in taxon' some 'Plasmodium falciparum'),Anopheles midgut,,,,Plasmodium falciparum,,,,,,A zygote stage in the Plasmodium falciparum lifecycle that occurs in the midgut of the mosquito vector where a microgamete and a macrogamete fertilizes each other to produce a diploid cell.,Wikipedia: Plasmodium falciparum biology,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000200,Schistosoma haematobium egg,S. haematobium egg,Class,'participates in' only 'Schistosoma haematobium egg stage'|Schistosoma haematobium,,,,Schistosoma haematobium egg stage,,,,,,,,A Schistosoma haematobium in an egg form that is laid by the female adult worm and released into the host gut where they leave the host in the faeces.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000201,Schistosoma haematobium 6 day schistosomulum,S. haematobium 6 day schistosomulum,Class,'located in' some 'Mammalia liver'|'participates in' only 'Schistosoma haematobium 6 day schistosomulum stage'|Schistosoma haematobium schistosomulum,,,Mammalia liver,Schistosoma haematobium 6 day schistosomulum stage,,,,,,,,"A Schistosoma haematobium schistosomulum in a migratory larval form that is found within blood vessels of mammal, as definitive host, 6 days post-infection.",,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000202,Schistosoma haematobium 3 week worm stage,S. haematobium 3 week worm stage,Class,'occurs in' some 'Homo sapiens urinary bladder','3 week parasitic worm stage' and ('only in taxon' some 'Schistosoma haematobium'),Homo sapiens urinary bladder,,,,Schistosoma haematobium,,,,,,A worm stage of Schistosoma haematobium that is found in the pelvic blood vessels of the vesicle plexis of the definitive host 3 weeks after infection.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000203,Schistosoma mansoni lifecycle stage,S. mansoni lifecycle stage,Class,,'parasite lifecycle stage' and ('only in taxon' some 'Schistosoma mansoni'),,,,,Schistosoma mansoni,,,,,,A lifecycle stage of Schistosoma mansoni.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000204,Leishmania major amastigote,L. major amastigote,Class,'located in' some 'Mammalia macrophage'|'participates in' only 'Leishmania major amastigote stage'|Leishmania major,,,Mammalia macrophage,Leishmania major amastigote stage,,,,,,,,"A Leishmania major that is the intracellular, non-motile form of the parasite found in the mammalian host.",http://dna.kdna.ucla.edu/parasite_course-old/leish_files/introduction1.htm,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000205,Schistosoma haematobium 3 day schistosomulum,S. haematobium 3 day schistosomulum,Class,'located in' some 'Mammalia liver'|'participates in' only 'Schistosoma haematobium 3 day schistosomulum stage'|Schistosoma haematobium schistosomulum,,,Mammalia liver,Schistosoma haematobium 3 day schistosomulum stage,,,,,,,,"A Schistosoma haematobium schistosomulum in a migratory larval form that is found within blood vessels of mammal, as definitive host, 3 days post-infection.",,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000206,Plasmodium falciparum macrogametocyte,P. falciparum macrogametocyte,Class,'located in' some 'Anopheles midgut'|'located in' some 'Homo sapiens erythrocyte'|'participates in' only 'Plasmodium falciparum macrogametocyte stage'|Plasmodium falciparum gametocyte,,,Anopheles midgut|Homo sapiens erythrocyte,Plasmodium falciparum macrogametocyte stage,,,,,,,,A Plasmodium falciparum gametocyte that is a female gametocyte and found either in bloodstream of a human host or midgut of mosquito vector. The macrogametocyte is a precursor of the macrogamete.,,,C. Janse|C. Stoeckert|J. Zheng|P. Parkh|S. Khan,,,,
OPL:0000207,Plasmodium falciparum erythrocytic trophozoite stage,P. falciparum erythrocytic trophozoite stage,Class,'occurs in' some 'Homo sapiens erythrocyte','erythrocytic trophozoite stage' and ('only in taxon' some 'Plasmodium falciparum'),Homo sapiens erythrocyte,,,,Plasmodium falciparum,,,,,,An erythrocytic trophozoite stage in the Plasmodium falciparum life cycle that occurs in erythrocytes of a human host.,,,C. Janse|Chris Stoeckert|Jie Zheng|P. Parkh|S. Khan,,,,
OPL:0000208,Schistosoma mansoni miracidium,S. mansoni miracidium,Class,'participates in' only 'Schistosoma mansoni miracidium stage'|Schistosoma mansoni,,,,Schistosoma mansoni miracidium stage,,,,,,,,A Schistosoma mansoni in a free-living motile form that is covered with cilia and develops in the snail intermediate host.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000209,Leishmania major lifecycle stage,L. major lifecycle stage,Class,,'parasite lifecycle stage' and ('only in taxon' some 'Leishmania major'),,,,,Leishmania major,,,,,,A parasite lifecycle stage of Leishmania major.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000210,Schistosoma mansoni cercaria stage,S. mansoni cercaria stage,Class,,'cercaria stage' and ('only in taxon' some 'Schistosoma mansoni'),,,,,Schistosoma mansoni,,,,,,A cercaria stage in the lifecycle of Schistosoma mansoni that occurs in a freshwater snail and in fresh water.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000211,Schistosoma mansoni worm stage,S. mansoni worm stage,Class,,'parasitic worm stage' and ('only in taxon' some 'Schistosoma mansoni'),,,,,Schistosoma mansoni,,,,,,A worm stage of Schistosoma mansoni that is fully developed mature form and found in the small inferior mesenteric blood vessels surrounding the large intestine of the mammalian host.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000212,Schistosoma haematobium mother sporocyst stage,S. haematobium mother sporocyst stage,Class,,'mother sporocyst stage' and ('only in taxon' some 'Schistosoma haematobium'),,,,,Schistosoma haematobium,,,,,,A mother sporocyst stage in the Schistosoma haematobium lifecycle that occurs in the snail intermediate host.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000213,vesical venus plexus,,Class,material anatomical entity,,,,,,,,,,,,The vesical plexus envelops the lower part of the bladder and the base of the prostate and communicates with the pudendal and prostatic plexuses.,Wikipedia - Vesical venus plexus,,Priti Parikh,,,,
OPL:0000214,mother sporocyst stage,,Class,sporocyst stage,,,,,,,,,,,,A sporocyst stage of Digenea formed after penetration of the miracidium into a mollusc; it lacks a gut and gives rise asexually to daughter sporocysts or rediae.,http://www.biology.ualberta.ca/parasites/parpub/text/text/glossarM.htm,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000215,Glossina midgut,,Class,,midgut and ('part of' some 'Glossina <genus>'),,,,,,,Glossina <genus>,,,,A midgut that is a part of or originated from a tsetse fly of genus Glossina.,,,Priti Parikh,,,,
OPL:0000216,Trypanosoma brucei epimastigote stage,T. brucei epimastigote stage,Class,'occurs in' some 'Glossina salivary gland','epimastigote stage' and ('only in taxon' some 'Trypanosoma brucei'),Glossina salivary gland,,,,Trypanosoma brucei,,,,,,An epimastigote stage in the lifecycle of Trypanosoma brucei.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000217,Schistosoma mansoni 7 week worm stage,S. mansoni 7 week worm stage,Class,'occurs in' some 'Mammalia intestine'|'occurs in' some 'Mammalia mesenteric vein','7 week parasitic worm stage' and ('only in taxon' some 'Schistosoma mansoni'),Mammalia intestine|Mammalia mesenteric vein,,,,Schistosoma mansoni,,,,,,A 7 week worm stage of Schistosoma mansoni that is the mature stage of Schistosoma mansoni and found in the small inferior mesenteric blood vessels surrounding the large intestine of the definitive host 7 weeks after weeks after infection.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000218,Schistosoma mansoni 6 day schistosomulum,S. mansoni 6day schistosomulum,Class,'located in' some 'Mammalia lung'|'participates in' only 'Schistosoma mansoni 6 day schistosomulum stage'|Schistosoma mansoni schistosomulum,,,Mammalia lung,Schistosoma mansoni 6 day schistosomulum stage,,,,,,,,"A Schistosoma mansoni schistosomulum in a migratory larval formi that is found within blood vessels of the definitive host, mammal, 6 days post-infection.",,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000219,Homo sapiens urinary bladder,human bladder|human urinary bladder,Class,,'urinary bladder' and ('part of' some 'Homo sapiens'),,,,,,,Homo sapiens,,,,A urinary bladder that is a part of or originated from a human (Homo sapiens).,,,Priti Parikh,,,,
OPL:0000220,Schistosoma mansoni daughter sporocyst stage,S. mansoni daughter sporocyst stage,Class,'occurs in' some 'Biomphalaria hepatopancreas','daughter sporocyst stage' and ('only in taxon' some 'Schistosoma mansoni'),Biomphalaria hepatopancreas,,,,Schistosoma mansoni,,,,,,A daughter sporocyst stage of Schistosoma mansoni that occurs in the snail intermediate host.,,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000221,3 day schistosomulum stage,,Class,schistomulum stage,,,,,,,,,,,,A schistosomulum stage that occurs in 3 days after infection of the mammalian host.,PMID:19885392,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000222,Plasmodium falciparum erythrocytic ring trophozoite,P. falciparum erythrocytic ring trophozoite,Class,'participates in' only 'Plasmodium falciparum erythrocytic ring trophozoite stage'|Plasmodium falciparum erythrocytic trophozoite,,,,Plasmodium falciparum erythrocytic ring trophozoite stage,,,,,,,,"A Plasmodium falciparum erythrocytic trophozoite that is found in erythrocytes. It is a young trophozoite stage that has a typical 'ring-like' appearance. Ring-form trophozoites of Plasmodium falciparum are often thin and delicate, measuring on average 1/5 the diameter of the red blood cell.",http://www.dpd.cdc.gov/dpdx/html/frames/m-r/malaria/falciparum/body_malariadffalcring.htm,,C. Janse|Chris Stoeckert|Jie Zheng|P. Parkh|S. Khan,,,,
OPL:0000223,Trypanosoma cruzi epimastigote stage,T. cruzi epimastigote stage,Class,'occurs in' some 'Triatominae midgut','epimastigote stage' and ('only in taxon' some 'Trypanosoma cruzi'),Triatominae midgut,,,,Trypanosoma cruzi,,,,,,An epimastigote stage in the lifecycle of Trypanosoma cruzi.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000224,Schistosoma japonicum adult female worm stage,S. japonicum adult female worm stage,Class,,'adult female parasitic worm stage' and ('only in taxon' some 'Schistosoma japonicum'),,,,,Schistosoma japonicum,,,,,,An adult female worm stage of Schistosoma japonicum that is fully developed mature female stage of Schistosoma japonicum and occurs in the small superior mesenteric blood vessels associated with the ileo-caecal area of the intestine of the mammalian host.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000225,Schistosoma japonicum adult male worm stage,S. japonicum adult male worm stage,Class,,'adult male parasitic worm stage' and ('only in taxon' some 'Schistosoma japonicum'),,,,,Schistosoma japonicum,,,,,,An adult male worm stage of Schistosoma japonicum that is fully developed mature male stage of Schistosoma japonicum and occurs in the small superior mesenteric blood vessels associated with the ileo-caecal area of the intestine of the mammalian host.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000226,Schistosoma japonicum adult worm,S. japonicum adult worm,Class,'participates in' only 'Schistosoma japonicum adult worm stage'|Schistosoma japonicum worm,,,,Schistosoma japonicum adult worm stage,,,,,,,,"A Schistosoma japonicum worm is a fully developed mature form of Schistosoma japonicum and capable of sexual reproduction, which lives in the small superior mesenteric blood vessels associated with the ileo-caecal area of the intestine of the mammal host.",,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000227,Schistosoma mansoni adult worm,S. mansoni adult worm,Class,'participates in' only 'Schistosoma mansoni adult worm stage'|Schistosoma mansoni worm,,,,Schistosoma mansoni adult worm stage,,,,,,,,"A Schistosoma mansoni worm is the fully developed mature form of Schistosoma mansoni and capable of sexual reproduction, which lives in the small inferior mesenteric blood vessels surrounding the large intestine of the mammal host.",,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000228,Schistosoma haematobium adult male worm stage,S. haematobium adult male worm stage,Class,,'adult male parasitic worm stage' and ('only in taxon' some 'Schistosoma haematobium'),,,,,Schistosoma haematobium,,,,,,An adult male worm stage of Schistosoma haematobium that is fully developed mature male stage of Schistosoma haematobium and found in the pelvic blood vessels of the vesicle plexis of the mammalian host.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000229,Schistosoma japonicum adult male worm,S. japonicum adult male worm,Class,'participates in' only 'Schistosoma japonicum adult male worm stage'|Schistosoma japonicum adult worm,,,,Schistosoma japonicum adult male worm stage,,,,,,,,"A Schistosoma japonicum adult worm is a fully developed mature male form of Schistosoma japonicum and capable of sexual reproduction, which lives in the small superior mesenteric blood vessels associated with the ileo-caecal area of the intestine of the mammal host and has 4-5 testes.",,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000230,Schistosoma mansoni adult male worm stage,S. mansoni adult male worm stage,Class,,'adult male parasitic worm stage' and ('only in taxon' some 'Schistosoma mansoni'),,,,,Schistosoma mansoni,,,,,,An adult male worm stage of Schistosoma mansoni that is fully developed mature male stage of Schistosoma mansoni and found in the small inferior mesenteric blood vessels surrounding the large intestine of the mammalian host.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000231,Schistosoma mansoni adult female worm,S. mansoni adult female worm,Class,'participates in' only 'Schistosoma mansoni adult female worm stage'|Schistosoma mansoni adult worm,,,,Schistosoma mansoni adult female worm stage,,,,,,,,"A Schistosoma mansoni adult worm is the fully developed mature female form of Schistosoma mansoni and capable of sexual reproduction, which lives within the gynacophoric canal of the adult male worm in the small inferior mesenteric blood vessels surrounding the large intestine of the mammal host.",,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000232,parasite organism,,Class,,organism and ('has role' some 'parasite role'),,,,,,,,parasite role,,,"An organism living in, with, or on another organism in parasitism. Individual members of parasite species, such as Leishmania, Plasmodium, Trypanosoma, etc. are members of this class.",http://www.merriam-webster.com/dictionary/parasite?show=0&t=1310398415,,"Priti Parikh, Jie Zheng",,,,
OPL:0000233,Schistosoma haematobium adult worm,S. haematobium adult worm,Class,'participates in' only 'Schistosoma haematobium adult worm stage'|Schistosoma haematobium worm,,,,Schistosoma haematobium adult worm stage,,,,,,,,"A Schistosoma haematobium worm is a fully developed mature form of Schistosoma haematobium and capable of sexual reproduction, which lives in the pelvic blood vessels of the vesicle plexis of the mammal host.",,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000234,Schistosoma haematobium adult female worm stage,S. haematobium adult female worm stage,Class,,'adult female parasitic worm stage' and ('only in taxon' some 'Schistosoma haematobium'),,,,,Schistosoma haematobium,,,,,,An adult female worm stage of Schistosoma haematobium that is fully developed mature female stage of Schistosoma haematobium and found in the pelvic blood vessels of the vesicle plexis of the mammalian host.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000235,Schistosoma haematobium adult female worm,S. haematobium adult female worm,Class,'participates in' only 'Schistosoma haematobium adult female worm stage'|Schistosoma haematobium adult worm,,,,Schistosoma haematobium adult female worm stage,,,,,,,,"A Schistosoma haematobium adult worm is a fully developed mature female form of Schistosoma haematobium and capable of sexual reproduction, which lives within the gynacophoric canal of the adult male worm in the pelvic blood vessels of the vesicle plexis of the mammal host.",,,Anna Protasio|Chris Stoeckert|Flora Logan|Jie Zheng,,,,
OPL:0000236,Schistosoma mansoni adult female worm stage,S. mansoni adult female worm stage,Class,,'adult female parasitic worm stage' and ('only in taxon' some 'Schistosoma mansoni'),,,,,Schistosoma mansoni,,,,,,An adult female worm stage of Schistosoma mansoni that is fully developed mature female stage of Schistosoma mansoni and found in the small inferior mesenteric blood vessels surrounding the large intestine of the mammalian host.,,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000237,adult parasitic worm stage,,Class,parasitic worm stage,,,,,,,,,,,,"A parasitic worm stage where the worm is matured and ready to pair up with another adult worm of the opposite gender, and reproduce.",http://www.path.cam.ac.uk/~schisto/schistosoma/schisto_lifecycle_egg.html,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000238,Schistosoma japonicum adult female worm,S. japonicum adult female worm,Class,'participates in' only 'Schistosoma japonicum adult female worm stage'|Schistosoma japonicum adult worm,,,,Schistosoma japonicum adult female worm stage,,,,,,,,"A Schistosoma japonicum adult worm is a fully developed mature female form of Schistosoma japonicum and capable of sexual reproduction, which lives within the gynacophoric canal of the adult male worm in the small superior mesenteric blood vessels associated with the ileo-caecal area of the intestine of the mammal host.",,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
OPL:0000239,adult male parasitic worm stage,,Class,adult parasitic worm stage,,,,,,,,,,,,An adult worm stage of a male parasitic worm.,http://www.path.cam.ac.uk/~schisto/schistosoma/schisto_lifecycle_egg.html,,Chris Stoeckert|Jie Zheng|Priti Parikh,,,,
